######################################################################################################
# chan      Xsec[pb]        kFact       filtereff   HistSvc_name    physically_descriptive_name
######################################################################################################

# XS from LHCHXSWG  https://twiki.cern.ch/twiki/bin/view/LHCPhysics/CERNYellowReportPageAt1314TeV#s_13_0_TeV
## Znunu samples, AMI + https://docs.google.com/spreadsheets/d/18LmO6xhNT4Kr1OvrCEikC8Z3LkfbAJzoP2IFS1VB20U                     
## k-factors to NNLO https://twiki.cern.ch/twiki/bin/view/AtlasProtected/CrossSectionHighOrder
361444   1.194e+04          0.9374         0.7785         Z                        Sherpa_CT10_Znunu_Pt0_70_CVetoBVeto                                
361445   1.194e+04          0.9374         0.1401         Z                        Sherpa_CT10_Znunu_Pt0_70_CFilterBVeto                              
361446   1.194e+04          0.9374         0.0800         Z                        Sherpa_CT10_Znunu_Pt0_70_BFilter                                   
361447   428.4              0.9374         0.6496         Z                        Sherpa_CT10_Znunu_Pt70_140_CVetoBVeto                              
361448   428.4              0.9374         0.2184         Z                        Sherpa_CT10_Znunu_Pt70_140_CFilterBVeto                            
361449   428.4              0.9374         0.1328         Z                        Sherpa_CT10_Znunu_Pt70_140_BFilter                                 
361450   65.79              0.9374         0.6138         Z                        Sherpa_CT10_Znunu_Pt140_280_CVetoBVeto                             
361451   65.79              0.9374         0.2390         Z                        Sherpa_CT10_Znunu_Pt140_280_CFilterBVeto                           
361452   65.79              0.9374         0.1477         Z                        Sherpa_CT10_Znunu_Pt140_280_BFilter                                
361453   4.847              0.9374         0.5857         Z                        Sherpa_CT10_Znunu_Pt280_500_CVetoBVeto                             
361454   4.847              0.9374         0.2606         Z                        Sherpa_CT10_Znunu_Pt280_500_CFilterBVeto                           
361455   4.847              0.9374         0.1617         Z                        Sherpa_CT10_Znunu_Pt280_500_BFilter                                
361456   0.3006             0.9374         0.5550         Z                        Sherpa_CT10_Znunu_Pt500_700_CVetoBVeto                             
361457   0.3006             0.9374         0.2749         Z                        Sherpa_CT10_Znunu_Pt500_700_CFilterBVeto                           
361458   0.3006             0.9374         0.1649         Z                        Sherpa_CT10_Znunu_Pt500_700_BFilter                                
361459   0.05493            0.9374         0.5577         Z                        Sherpa_CT10_Znunu_Pt700_1000_CVetoBVeto                            
361460   0.05493            0.9374         0.3039         Z                        Sherpa_CT10_Znunu_Pt700_1000_CFilterBVeto                          
361461   0.05493            0.9374         0.1631         Z                        Sherpa_CT10_Znunu_Pt700_1000_BFilter                               
361462   0.007663           0.9374         0.5347         Z                        Sherpa_CT10_Znunu_Pt1000_2000_CVetoBVeto                           
361463   0.007663           0.9374         0.3122         Z                        Sherpa_CT10_Znunu_Pt1000_2000_CFilterBVeto                         
361464   0.007663           0.9374         0.1972         Z                        Sherpa_CT10_Znunu_Pt1000_2000_BFilter                              
361465   3.402e-05          0.9374         0.5436         Z                        Sherpa_CT10_Znunu_Pt2000_E_CMS_CVetoBVeto                          
361466   3.402e-05          0.9374         0.3456         Z                        Sherpa_CT10_Znunu_Pt2000_E_CMS_CFilterBVeto                        
361467   3.402e-05          0.9374         0.2157         Z                        Sherpa_CT10_Znunu_Pt2000_E_CMS_BFilter                             
# W+jets
# NNLO 20080pb, Sherpa 2.1=22108pb, k-factor 0.9083
361300   2.138e+04          0.9083         0.8915         W                        Sherpa_CT10_Wenu_Pt0_70_CVetoBVeto                                 
361301   2.138e+04          0.9083         0.04846        W                        Sherpa_CT10_Wenu_Pt0_70_CFilterBVeto                               
361302   2.138e+04          0.9083         0.05973        W                        Sherpa_CT10_Wenu_Pt0_70_BFilter                                    
361303   631.1              0.9083         0.7278         W                        Sherpa_CT10_Wenu_Pt70_140_CVetoBVeto                               
361304   631.1              0.9083         0.1760         W                        Sherpa_CT10_Wenu_Pt70_140_CFilterBVeto                             
361305   631.1              0.9083         0.09637        W                        Sherpa_CT10_Wenu_Pt70_140_BFilter                                  
361306   90.07              0.9083         0.6832         W                        Sherpa_CT10_Wenu_Pt140_280_CVetoBVeto                              
361307   90.07              0.9083         0.2048         W                        Sherpa_CT10_Wenu_Pt140_280_CFilterBVeto                            
361308   90.07              0.9083         0.1126         W                        Sherpa_CT10_Wenu_Pt140_280_BFilter                                 
361309   6.52               0.9083         0.6513         W                        Sherpa_CT10_Wenu_Pt280_500_CVetoBVeto                              
361310   6.52               0.9083         0.2210         W                        Sherpa_CT10_Wenu_Pt280_500_CFilterBVeto                            
361311   6.52               0.9083         0.1314         W                        Sherpa_CT10_Wenu_Pt280_500_BFilter                                 
361312   0.4154             0.9083         0.6306         W                        Sherpa_CT10_Wenu_Pt500_700_CVetoBVeto                              
361313   0.4154             0.9083         0.2380         W                        Sherpa_CT10_Wenu_Pt500_700_CFilterBVeto                            
361314   0.4154             0.9083         0.1594         W                        Sherpa_CT10_Wenu_Pt500_700_BFilter                                 
361315   0.07931            0.9083         0.6232         W                        Sherpa_CT10_Wenu_Pt700_1000_CVetoBVeto                             
361316   0.07931            0.9083         0.2168         W                        Sherpa_CT10_Wenu_Pt700_1000_CFilterBVeto                           
361317   0.07931            0.9083         0.1615         W                        Sherpa_CT10_Wenu_Pt700_1000_BFilter                                
361318   0.0103             0.9083         0.6114         W                        Sherpa_CT10_Wenu_Pt1000_2000_CVetoBVeto                            
361319   0.0103             0.9083         0.2375         W                        Sherpa_CT10_Wenu_Pt1000_2000_CFilterBVeto                          
361320   0.0103             0.9083         0.1696         W                        Sherpa_CT10_Wenu_Pt1000_2000_BFilter                               
361321   4.289e-05          0.9083         0.6006         W                        Sherpa_CT10_Wenu_Pt2000_E_CMS_CVetoBVeto                           
361322   4.289e-05          0.9083         0.2610         W                        Sherpa_CT10_Wenu_Pt2000_E_CMS_CFilterBVeto                         
361323   4.289e-05          0.9083         0.1847         W                        Sherpa_CT10_Wenu_Pt2000_E_CMS_BFilter                              
361324   2.138e+04          0.9083         0.8915         W                        Sherpa_CT10_Wmunu_Pt0_70_CVetoBVeto                                
361325   2.138e+04          0.9083         0.04846        W                        Sherpa_CT10_Wmunu_Pt0_70_CFilterBVeto                              
361326   2.138e+04          0.9083         0.05973        W                        Sherpa_CT10_Wmunu_Pt0_70_BFilter                                   
361327   631.1              0.9083         0.7278         W                        Sherpa_CT10_Wmunu_Pt70_140_CVetoBVeto                              
361328   631.1              0.9083         0.1760         W                        Sherpa_CT10_Wmunu_Pt70_140_CFilterBVeto                            
361329   631.1              0.9083         0.09637        W                        Sherpa_CT10_Wmunu_Pt70_140_BFilter                                 
361330   90.07              0.9083         0.6832         W                        Sherpa_CT10_Wmunu_Pt140_280_CVetoBVeto                             
361331   90.07              0.9083         0.2048         W                        Sherpa_CT10_Wmunu_Pt140_280_CFilterBVeto                           
361332   90.07              0.9083         0.1126         W                        Sherpa_CT10_Wmunu_Pt140_280_BFilter                                
361333   6.52               0.9083         0.6513         W                        Sherpa_CT10_Wmunu_Pt280_500_CVetoBVeto                             
361334   6.52               0.9083         0.2210         W                        Sherpa_CT10_Wmunu_Pt280_500_CFilterBVeto                           
361335   6.52               0.9083         0.1314         W                        Sherpa_CT10_Wmunu_Pt280_500_BFilter                                
361336   0.4154             0.9083         0.6306         W                        Sherpa_CT10_Wmunu_Pt500_700_CVetoBVeto                             
361337   0.4154             0.9083         0.2380         W                        Sherpa_CT10_Wmunu_Pt500_700_CFilterBVeto                           
361338   0.4154             0.9083         0.1594         W                        Sherpa_CT10_Wmunu_Pt500_700_BFilter                                
361339   0.07931            0.9083         0.6232         W                        Sherpa_CT10_Wmunu_Pt700_1000_CVetoBVeto                            
361340   0.07931            0.9083         0.2168         W                        Sherpa_CT10_Wmunu_Pt700_1000_CFilterBVeto                          
361341   0.07931            0.9083         0.1615         W                        Sherpa_CT10_Wmunu_Pt700_1000_BFilter                               
361342   0.0103             0.9083         0.6114         W                        Sherpa_CT10_Wmunu_Pt1000_2000_CVetoBVeto                           
361343   0.0103             0.9083         0.2375         W                        Sherpa_CT10_Wmunu_Pt1000_2000_CFilterBVeto                         
361344   0.0103             0.9083         0.1696         W                        Sherpa_CT10_Wmunu_Pt1000_2000_BFilter                              
361345   4.289e-05          0.9083         0.6006         W                        Sherpa_CT10_Wmunu_Pt2000_E_CMS_CVetoBVeto                          
361346   4.289e-05          0.9083         0.2610         W                        Sherpa_CT10_Wmunu_Pt2000_E_CMS_CFilterBVeto                        
361347   4.289e-05          0.9083         0.1847         W                        Sherpa_CT10_Wmunu_Pt2000_E_CMS_BFilter                             
361348   2.138e+04          0.9083         0.8915         W                        Sherpa_CT10_Wtaunu_Pt0_70_CVetoBVeto.evgen.EVNT.e3733/             
361349   2.138e+04          0.9083         0.04846        W                        Sherpa_CT10_Wtaunu_Pt0_70_CFilterBVeto.evgen.EVNT.e3733/           
361350   2.138e+04          0.9083         0.05973        W                        Sherpa_CT10_Wtaunu_Pt0_70_BFilter.evgen.EVNT.e3733/                
361351   631.1              0.9083         0.7278         W                        Sherpa_CT10_Wtaunu_Pt70_140_CVetoBVeto.evgen.EVNT.e3733/           
361352   631.1              0.9083         0.1760         W                        Sherpa_CT10_Wtaunu_Pt70_140_CFilterBVeto.evgen.EVNT.e3733/         
361353   631.1              0.9083         0.09637        W                        Sherpa_CT10_Wtaunu_Pt70_140_BFilter.evgen.EVNT.e3733/              
361354   90.07              0.9083         0.6832         W                        Sherpa_CT10_Wtaunu_Pt140_280_CVetoBVeto.evgen.EVNT.e3733/          
361355   90.07              0.9083         0.2048         W                        Sherpa_CT10_Wtaunu_Pt140_280_CFilterBVeto.evgen.EVNT.e3733/        
361356   90.07              0.9083         0.1126         W                        Sherpa_CT10_Wtaunu_Pt140_280_BFilter.evgen.EVNT.e3733/             
361357   6.52               0.9083         0.6513         W                        Sherpa_CT10_Wtaunu_Pt280_500_CVetoBVeto                            
361358   6.52               0.9083         0.2210         W                        Sherpa_CT10_Wtaunu_Pt280_500_CFilterBVeto                          
361359   6.52               0.9083         0.1314         W                        Sherpa_CT10_Wtaunu_Pt280_500_BFilter                               
361360   0.4154             0.9083         0.6306         W                        Sherpa_CT10_Wtaunu_Pt500_700_CVetoBVeto                            
361361   0.4154             0.9083         0.2380         W                        Sherpa_CT10_Wtaunu_Pt500_700_CFilterBVeto                          
361362   0.4154             0.9083         0.1594         W                        Sherpa_CT10_Wtaunu_Pt500_700_BFilter                               
361363   0.07931            0.9083         0.6232         W                        Sherpa_CT10_Wtaunu_Pt700_1000_CVetoBVeto.evgen.EVNT.e3973/         
361364   0.07931            0.9083         0.2168         W                        Sherpa_CT10_Wtaunu_Pt700_1000_CFilterBVeto.evgen.EVNT.e3973/       
361365   0.07931            0.9083         0.1615         W                        Sherpa_CT10_Wtaunu_Pt700_1000_BFilter.evgen.EVNT.e3973/            
361366   0.0103             0.9083         0.6114         W                        Sherpa_CT10_Wtaunu_Pt1000_2000_CVetoBVeto                          
361367   0.0103             0.9083         0.2375         W                        Sherpa_CT10_Wtaunu_Pt1000_2000_CFilterBVeto                        
361368   0.0103             0.9083         0.1696         W                        Sherpa_CT10_Wtaunu_Pt1000_2000_BFilter                             
361369   4.289e-05          0.9083         0.6006         W                        Sherpa_CT10_Wtaunu_Pt2000_E_CMS_CVetoBVeto                         
361370   4.289e-05          0.9083         0.2610         W                        Sherpa_CT10_Wtaunu_Pt2000_E_CMS_CFilterBVeto                       
361371   4.289e-05          0.9083         0.1847         W                        Sherpa_CT10_Wtaunu_Pt2000_E_CMS_BFilter                            

110351   696.0400           1.0            0.457280       ttbar                    PowhegPythia_P2012_ttbar_allhad                                    
110401   695.8400           1.0            0.543160       ttbar                    PowhegPythia_P2012_ttbar_nonallhad                                 
110302   3.351400           1.0            1.000000       stop_s                   PowhegPythia_P2012_st_schan_lep                                    
110070   43.75500           1.0            1.000000       stop_t                   PowhegPythia_P2012_singletop_tchan_lept_top                        
110071   25.77800           1.0            1.000000       stop_t                   PowhegPythia_P2012_singletop_tchan_lept_antitop                    
110305   68.45900           1.0            1.000000       stop_Wt                  PowhegPythia_P2012_st_Wtchan_incl_DR                               

147910   7.842E+10          1.0            0.97193        dijetJZ                  Pythia8_AU2CT10_jetjet_JZ0W                                        
147911   7.842E+10          1.0            2.7903E-04     dijetJZ                  Pythia8_AU2CT10_jetjet_JZ1W                                        
147912   5.7312E+07         1.0            5.2261E-03     dijetJZ                  Pythia8_AU2CT10_jetjet_JZ2W                                        
147913   1.4478E+06         1.0            1.8068E-03     dijetJZ                  Pythia8_AU2CT10_jetjet_JZ3W                                        
147914   2.3093E+04         1.0            1.3276E-03     dijetJZ                  Pythia8_AU2CT10_jetjet_JZ4W                                        
147915   2.3793E+02         1.0            5.0449E-03     dijetJZ                  Pythia8_AU2CT10_jetjet_JZ5W                                        
147916   5.4279E+00         1.0            1.3886E-02     dijetJZ                  Pythia8_AU2CT10_jetjet_JZ6W                                        
147917   9.4172E-01         1.0            6.7141E-02     dijetJZ                  Pythia8_AU2CT10_jetjet_JZ7W                                        

#Dijet samples added by A Mehta 01.09.15
361000   78420000000.0      1.0            0.97563        dijetJZ                  Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ0             #Sam Meehan (10/20) - taken from AMI - yes, the cross section did appear the same as the JZ1
361001   78420000000.0      1.0            0.024819       dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ1                                      
361002   2433400000.0       1.0            0.01004        dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ2                                      
361003   26454000.0         1.0            0.011798       dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ3                                      
361004   254640.0           1.0            0.01344        dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ4                                      
361005   4553.6             1.0            0.014577       dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ5                                      
361006   257.52             1.0            0.010018       dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ6                                      
361007   16.214             1.0            0.01112        dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ7                                      
361008   0.62505            1.0            0.010331       dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ8                                      
361009   0.01964            1.0            0.01211        dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ9                                      
361010   0.0011961          1.0            0.0058921      dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ10                                     
361011   4.226e-05          1.0            0.0026753      dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ11                                     
361012   1.0367e-06         1.0            0.00042432     dijetJZ                  Py8EG_A14NNPDF23LO_jetjet_JZ12                                     

#Dijet samples added by A Mehta 27.08.15
361020   78420000000.0      1.0            1.024          dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ0W                                     
361021   78420000000.0      1.0            0.00067198     dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ1W                                     
361022   2433200000.0       1.0            0.00033264     dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ2W                                     
361023   26454000.0         1.0            0.00031953     dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ3W                                     
361024   254630.0           1.0            0.00053009     dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ4W                                     
361025   4553.5             1.0            0.00092325     dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ5W                                     
361026   257.53             1.0            0.00094016     dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ6W                                     
361027   16.215             1.0            0.00039282     dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ7W                                     
361028   0.62502            1.0            0.010162       dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ8W                                     
361029   0.019639           1.0            0.012054       dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ9W                                     
361030   0.0011962          1.0            0.0058935      dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ10W                                    
361031   4.2258e-05         1.0            0.0027015      dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ11W                                    
361032   1.0367e-06         1.0            0.0004250      dijetJZW                 Py8EG_A14NNPDF23LO_jetjet_JZ12W                                    

# set sig(gg->A)xBR(A->Zh)xBR(h->bb)=500fb=0.5pb. Account for Z->vv(0.2) and Z->ll (ee,mumu)(0.67)
341732 0.0335 1 1 ggAllbb200  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA200_Zh125_llbb
341733 0.0335 1 1 ggAllbb300  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA300_Zh125_llbb
341734 0.0335 1 1 ggAllbb500  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA500_Zh125_llbb
341735 0.0335 1 1 ggAllbb800  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA800_Zh125_llbb
341736 0.0335 1 1 ggAllbb1000  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA1000_Zh125_llbb
341737 0.0335 1 1 ggAllbb1500  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA1500_Zh125_llbb
341738 0.0335 1 1 ggAllbb2000  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA2000_Zh125_llbb
343008 0.0335 1 1 ggAllbb220  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA220_Zh125_llbb
343009 0.0335 1 1 ggAllbb240  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA240_Zh125_llbb
343010 0.0335 1 1 ggAllbb260  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA260_Zh125_llbb
343011 0.0335 1 1 ggAllbb280  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA280_Zh125_llbb
343014 0.0335 1 1 ggAllbb360  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA360_Zh125_llbb
343016 0.0335 1 1 ggAllbb400  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA400_Zh125_llbb
343017 0.0335 1 1 ggAllbb420  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA420_Zh125_llbb
343018 0.0335 1 1 ggAllbb440  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA440_Zh125_llbb
343019 0.0335 1 1 ggAllbb460  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA460_Zh125_llbb
343024 0.0335 1 1 ggAllbb700  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA700_Zh125_llbb
343025 0.0335 1 1 ggAllbb750  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA750_Zh125_llbb
343026 0.0335 1 1 ggAllbb850  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA850_Zh125_llbb
343027 0.0335 1 1 ggAllbb900  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA900_Zh125_llbb
343028 0.0335 1 1 ggAllbb950  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA950_Zh125_llbb
343030 0.0335 1 1 ggAllbb1200  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA1200_Zh125_llbb
343036 0.0335 1 1 ggAllbb1900  MadGraphPythia8EvtGen_A14NNPDF23LO_ggA1900_Zh125_llbb

189033   0.0335             1.0            1.0000E+00     AZhllbb300               MadGraphPythia8_AU2CTEQ6L1_ggA300_Zh125_llbb.e3575                 
189038   0.0335             1.0            1.0000E+00     AZhllbb800               MadGraphPythia8_AU2CTEQ6L1_ggA800_Zh125_llbb.e3575                 
189039   0.0335             1.0            1.0000E+00     AZhllbb1000              MadGraphPythia8_AU2CTEQ6L1_ggA1000_Zh125_llbb.e3575                
189043   0.1                1.0            1.0000E+00     AZhllvv300               MadGraphPythia8_AU2CTEQ6L1_ggA300_Zh125_vvbb.e3575                 
189048   0.1                1.0            1.0000E+00     AZhllvv800               MadGraphPythia8_AU2CTEQ6L1_ggA800_Zh125_vvbb.e3575                 
189049   0.1                1.0            1.0000E+00     AZhllvv1000              MadGraphPythia8_AU2CTEQ6L1_ggA1000_Zh125_vvbb.e3575                
203917   2.1682E-02         1.0            7.9269E-01     HVTllbb1000              MadgraphPythia8_AU2MSTW2008LO_HVT_Zh_llbb_1000GeV_126.e3575        
203918   3.7286E-03         1.0            8.1383E-01     HVTllbb1500              MadgraphPythia8_AU2MSTW2008LO_HVT_Zh_llbb_1500GeV_126.e3575        
203919   9.1344E-04         1.0            8.2462E-01     HVTllbb2000              MadgraphPythia8_AU2MSTW2008LO_HVT_Zh_llbb_2000GeV_126.e3575        
203920   2.6844E-04         1.0            8.2836E-01     HVTllbb2500              MadgraphPythia8_AU2MSTW2008LO_HVT_Zh_llbb_2500GeV_126.e3575        
203921   3.2650E-01         1.0            7.3243E-01     HVTllbb500               MadgraphPythia8_AU2MSTW2008LO_HVT_Zh_llbb_500GeV_126.e3575         
203922   1.3782E-01         1.0            8.9551E-01     HVTlvbb1000              MadgraphPythia8_AU2MSTW2008LO_HVT_Wh_lvbb_1000GeV_126.e3575        
203923   2.4528E-02         1.0            9.0649E-01     HVTlvbb1500              MadgraphPythia8_AU2MSTW2008LO_HVT_Wh_lvbb_1500GeV_126.e3575        
203924   6.1476E-03         1.0            9.1468E-01     HVTlvbb2000              MadgraphPythia8_AU2MSTW2008LO_HVT_Wh_lvbb_2000GeV_126.e3575        
203925   1.8120E-03         1.0            9.1740E-01     HVTlvbb2500              MadgraphPythia8_AU2MSTW2008LO_HVT_Wh_lvbb_2500GeV_126.e3575        
203926   1.9546             1.0            8.5286E-01     HVTlvbb500               MadgraphPythia8_AU2MSTW2008LO_HVT_Wh_lvbb_500GeV_126.e3575         
203927   4.3184E-02         1.0            1.0000E+00     HVTvvbb1000              MadgraphPythia8_AU2MSTW2008LO_HVT_Zh_vvbb_1000GeV_126.e3575        
203928   7.4200E-03         1.0            1.0000E+00     HVTvvbb1500              MadgraphPythia8_AU2MSTW2008LO_HVT_Zh_vvbb_1500GeV_126.e3575        
203929   1.8202E-03         1.0            1.0000E+00     HVTvvbb2000              MadgraphPythia8_AU2MSTW2008LO_HVT_Zh_vvbb_2000GeV_126.e3575        
203930   5.3474E-04         1.0            1.0000E+00     HVTvvbb2500              MadgraphPythia8_AU2MSTW2008LO_HVT_Zh_vvbb_2500GeV_126.e3575        
203931   6.4968E-01         1.0            1.0000E+00     HVTvvbb500               MadgraphPythia8_AU2MSTW2008LO_HVT_Zh_vvbb_500GeV_126.e3575         
203932   4.1976E-01         1.0            1.0000E+00     HVTqqbb1000              MadgraphPythia8_AU2MSTW2008LO_HVT_Vh_qqbb_1000GeV_126.e3575        
203933   7.3952E-02         1.0            1.0000E+00     HVTqqbb1500              MadgraphPythia8_AU2MSTW2008LO_HVT_Vh_qqbb_1500GeV_126.e3575        
203934   1.8334E-02         1.0            1.0000E+00     HVTqqbb2000              MadgraphPythia8_AU2MSTW2008LO_HVT_Vh_qqbb_2000GeV_126.e3575        
203935   5.4088E-03         1.0            1.0000E+00     HVTqqbb2500              MadgraphPythia8_AU2MSTW2008LO_HVT_Vh_qqbb_2500GeV_126.e3575        
203936   6.0964             1.0            1.0000E+00     HVTqqbb500               MadgraphPythia8_AU2MSTW2008LO_HVT_Vh_qqbb_500GeV_126.e3575         

##xsection estimation based on the parton-luminosity function
206431   9.6802             1.00           7.54E-02       ggH400ZZvvqq             PowhegPythia8_AU2CT10_ggH400NWA_ZZnunuqq.e3330                     
206432   4.7240             1.00           7.31E-02       ggH500ZZvvqq             PowhegPythia8_AU2CT10_ggH500NWA_ZZnunuqq.e3330                     
206433   2.1276             1.00           7.63E-02       ggH600ZZvvqq             PowhegPythia8_AU2CT10_ggH600NWA_ZZnunuqq.e3330                     
206434   1.0252             1.00           7.98E-02       ggH700ZZvvqq             PowhegPythia8_AU2CT10_ggH700NWA_ZZnunuqq.e3330                     
206435   5.3929e-01         1.00           8.28E-02       ggH800ZZvvqq             PowhegPythia8_AU2CT10_ggH800NWA_ZZnunuqq.e3330                     
206436   3.0765e-01         1.00           8.53E-02       ggH900ZZvvqq             PowhegPythia8_AU2CT10_ggH900NWA_ZZnunuqq.e3330                     
206437   1.8880e-01         1.00           8.73E-02       ggH1000ZZvvqq            PowhegPythia8_AU2CT10_ggH1000NWA_ZZnunuqq.e3330                    
206438   2.6253e-05         1.00           1.0            ggH1200ZZvvqq            PowhegPythia8_AU2CT10_ggH1200NWA_ZZnunuqq.e3330                    
206439   9.4786e-06         1.00           1.0            ggH1400ZZvvqq            PowhegPythia8_AU2CT10_ggH1400NWA_ZZnunuqq.e3330                    
206440   3.7508e-06         1.00           1.0            ggH1600ZZvvqq            PowhegPythia8_AU2CT10_ggH1600NWA_ZZnunuqq.e3330                    
206441   1.5952e-06         1.00           1.0            ggH1800ZZvvqq            PowhegPythia8_AU2CT10_ggH1800NWA_ZZnunuqq.e3330                    
206442   7.0344e-07         1.00           1.0            ggH2000ZZvvqq            PowhegPythia8_AU2CT10_ggH2000NWA_ZZnunuqq.e3330                    
206443   5.5056e-01         1.00           7.54E-02       ggH400ZZvvqq             PowhegPythia8_AU2CT10_VBFH400NWA_ZZnunuqq.e3330                    
206444   3.5294e-01         1.00           7.31E-02       ggH500ZZvvqq             PowhegPythia8_AU2CT10_VBFH500NWA_ZZnunuqq.e3330                    
206445   2.2815e-01         1.00           7.63E-02       ggH600ZZvvqq             PowhegPythia8_AU2CT10_VBFH600NWA_ZZnunuqq.e3330                    
206446   1.5496e-01         1.00           7.98E-02       ggH700ZZvvqq             PowhegPythia8_AU2CT10_VBFH700NWA_ZZnunuqq.e3330                    
206447   1.1109e-01         1.00           8.28E-02       ggH800ZZvvqq             PowhegPythia8_AU2CT10_VBFH800NWA_ZZnunuqq.e3330                    
206448   8.3783e-02         1.00           8.53E-02       ggH900ZZvvqq             PowhegPythia8_AU2CT10_VBFH900NWA_ZZnunuqq.e3330                    
206449   6.6140e-02         1.00           8.73E-02       ggH1000ZZvvqq            PowhegPythia8_AU2CT10_VBFH1000NWA_ZZnunuqq.e3330                   
206450   4.0516e-05         1.00           1.0            ggH1200ZZvvqq            PowhegPythia8_AU2CT10_VBFH1200NWA_ZZnunuqq.e3330                   
206451   2.3212e-05         1.00           1.0            ggH1400ZZvvqq            PowhegPythia8_AU2CT10_VBFH1400NWA_ZZnunuqq.e3330                   
206452   1.3691e-05         1.00           1.0            ggH1600ZZvvqq            PowhegPythia8_AU2CT10_VBFH1600NWA_ZZnunuqq.e3330                   
206453   8.2409e-06         1.00           1.0            ggH1800ZZvvqq            PowhegPythia8_AU2CT10_VBFH1800NWA_ZZnunuqq.e3330                   
206454   5.0569e-06         1.00           1.0            ggH2000ZZvvqq            PowhegPythia8_AU2CT10_VBFH2000NWA_ZZnunuqq.e3330                   

# set sig(gg->A)xBR(A->Zh)xBR(h->bb)=500fb=0.5pb. Account for Z->vv(0.2) and Z->ll (ee,mumu,tt)(0.1)
341732   0.05               1.0            1.0000E+00     ggA200ZHllbb             MadGraphPythia8EvtGen_A14NNPDF23LO_ggA200_Zh125_llbb.e4137         
341733   0.05               1.0            1.0000E+00     ggA300ZHllbb             MadGraphPythia8EvtGen_A14NNPDF23LO_ggA300_Zh125_llbb.e4137         
341734   0.05               1.0            1.0000E+00     ggA500ZHllbb             MadGraphPythia8EvtGen_A14NNPDF23LO_ggA500_Zh125_llbb.e4137         
341735   0.05               1.0            1.0000E+00     ggA800ZHllbb             MadGraphPythia8EvtGen_A14NNPDF23LO_ggA800_Zh125_llbb.e4137         
341736   0.05               1.0            1.0000E+00     ggA1000ZHllbb            MadGraphPythia8EvtGen_A14NNPDF23LO_ggA1000_Zh125_llbb.e4137        
341737   0.05               1.0            1.0000E+00     ggA1500ZHllbb            MadGraphPythia8EvtGen_A14NNPDF23LO_ggA1500_Zh125_llbb.e4137        
341738   0.05               1.0            1.0000E+00     ggA2000ZHllbb            MadGraphPythia8EvtGen_A14NNPDF23LO_ggA2000_Zh125_llbb.e4137        
341739   0.1                1.0            1.0000E+00     ggA500ZHvvbb             MadGraphPythia8EvtGen_A14NNPDF23LO_ggA500_Zh125_vvbb.e4137         
