######################################################################################################
# chan      Xsec[pb]        kFact       filtereff   HistSvc_name    physically_descriptive_name
######################################################################################################

# XS from LHCHXSWG  https://twiki.cern.ch/twiki/bin/view/LHCPhysics/CERNYellowReportPageAt1314TeV#s_13_0_TeV
341740   0.1                1.0            1.0000E+00     ggA800ZHvvbb             MadGraphPythia8EvtGen_A14NNPDF23LO_ggA800_Zh125_vvbb.e4137         
341741   0.1                1.0            1.0000E+00     ggA1000ZHvvbb            MadGraphPythia8EvtGen_A14NNPDF23LO_ggA1000_Zh125_vvbb.e4137        
341742   0.1                1.0            1.0000E+00     ggA1500ZHvvbb            MadGraphPythia8EvtGen_A14NNPDF23LO_ggA1500_Zh125_vvbb.e4137        
341743   0.1                1.0            1.0000E+00     ggA2000ZHvvbb            MadGraphPythia8EvtGen_A14NNPDF23LO_ggA2000_Zh125_vvbb.e4137        

#High mass higgs
341386    6.3556       1.0     0.3453       ggH400NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH400NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341387    3.0769       1.0     0.34608      ggH500NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH500NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341388    1.3756       1.0     0.34599      ggH600NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH600NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341389    0.64056      1.0     0.34626      ggH700NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH700NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341390    0.3154       1.0     0.34665      ggH800NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH800NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341391    0.16361      1.0     0.34612      ggH900NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH900NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341392    0.088953     1.0     0.34548      ggH1000NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1000NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341393    0.026437     1.0     0.34527      ggH1200NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1200NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341394    0.0095462    1.0     0.34558      ggH1400NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1400NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341395    0.0037778    1.0     0.34647      ggH1600NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1600NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341396    0.0016067    1.0     0.34533      ggH1800NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1800NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341397    0.0007085    1.0     0.34596      ggH2000NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH2000NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341398    0.00033469   1.0     0.3467       ggH2200NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH2200NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341399    0.0001644    1.0     0.3461       ggH2400NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH2400NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341400    8.3443e-05   1.0     0.34649      ggH2600NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH2600NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341401    4.3538e-05   1.0     0.34555      ggH2800NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH2800NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341402    2.3254e-05   1.0     0.34579      ggH3000NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH3000NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341403    0.73881      1.0     0.3459       VBFH400NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH400NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341404    0.47356      1.0     0.348        VBFH500NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH500NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341405    0.31814      1.0     0.34667      VBFH600NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH600NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341406    0.22143      1.0     0.34544      VBFH700NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH700NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341408    0.11461      1.0     0.34581      VBFH900NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH900NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341409    0.085222     1.0     0.34682      VBFH1000NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH1000NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341410    0.047302     1.0     0.34628      VBFH1200NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH1200NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341411    0.028548     1.0     0.34511      VBFH1400NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH1400NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341413    0.010843     1.0     0.34568      VBFH1800NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH1800NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341414    0.0070509    1.0     0.34566      VBFH2000NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH2000NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341415    0.0040795    1.0     0.34643      VBFH2200NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH2200NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341416    0.0027763    1.0     0.34536      VBFH2400NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH2400NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341417    0.0018696    1.0     0.34652      VBFH2600NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH2600NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI
341419    0.00079681   1.0     0.34519      VBFH3000NWZZvvqq     PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH3000NW_ZZvvqq             #Sam Meehan (10/20) - taken from AMI

# NLO Powheg-Pythia8 W samples used for SM studies analysis

# Cross section from https://twiki.cern.ch/twiki/bin/view/AtlasProtected/SMDC14xsecs#W_Z - updated following CT14 predictions
361100   11521.00           1.0            1.0            Wplusenu           PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu   
361101   11521.00           1.0            1.0            Wplusmunu          PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu  
361102   11521.00           1.0            1.0            Wplustaunu         PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu 
361103   8529.00            1.0            1.0            Wminusenu          PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminusenu  
361104   8529.00            1.0            1.0            Wminusmunu         PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminusmunu 
361105   8529.00            1.0            1.0            Wminustaunu        PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminustaunu

# NLO Powheg-Pythia8 Z samples
# Cross sections, k-factors to NNLO, efficiencies from
# https://twiki.cern.ch/twiki/bin/view/AtlasProtected/MC15ZjetsPowPy8InclSamplesPMG -  - updated following CT14 predictions
361106   1.886000E+03       1.026000E+00   1.000000E+00   Zee                PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee    
361107   1.886000E+03       1.026000E+00   1.000000E+00   Zmumu              PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zmumu  
361108   1.886000E+03       1.026000E+00   1.000000E+00   Ztautau            PowhegPythia8EvtGen_AZNLOCTEQ6L1_Ztautau

# NLO top cross section from central PMG page, more info at:
# https://twiki.cern.ch/twiki/bin/view/LHCPhysics/TtbarNNLO#Top_quark_pair_cross_sections_at
410000   831.76             1.0            0.543          ttbar                    PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_nonallhad                
410021   831.76             1.0            0.105          ttbar_dilep              Sh_CT10_ttbar_DiLepton_MEPS_NLO 
410024   831.76             1.0            0.457          ttbar_dilep              Sh_CT10_ttbar_AllHadron_MEPS_NLO

# ttbar,  24.10.15, Daniel Buescher, from twiki:
# https://twiki.cern.ch/twiki/bin/view/AtlasProtected/XsecSummaryTTbar
# WARNING: many samples seem to be missing kfactor, contacted twiki resposible
301528	696.25	1.1949	0.00471933	ttbar		mc15_13TeV.301528.PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_nonallhad_mtt_1
301529	696.25	1.1949	0.001944	ttbar		mc15_13TeV.301529.PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_nonallhad_mtt_2
301530	696.23	1.1949	0.00086308	ttbar		mc15_13TeV.301530.PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_nonallhad_mtt_3
301531	696.24	1.1949	0.0005191	ttbar		mc15_13TeV.301531.PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_nonallhad_mtt_4
301532	696.25	1.1949	0.00030919	ttbar		mc15_13TeV.301532.PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_nonallhad_mtt_5
301539	5.2071	1.363	1		ttbarSherpa	mc15_13TeV.301539.Sherpa_CT10_ttbar_ee_50M150
407029	783.84	1	0.025894	ttbar		mc15_13TeV.407029.PhPyEG_CT10_P2012radHiC6L1_ttbarHT6c_1k_hdamp345_down_nonAH
407030	783.84	1	0.0039626	ttbar		mc15_13TeV.407030.PhPyEG_CT10_P2012radHiC6L1_ttbarHT1k_1k5_hdamp345_down_nonAH
407031	783.85	1	0.00074973	ttbar		mc15_13TeV.407031.PhPyEG_CT10_P2012radHiC6L1_ttbarHT1k5_hdamp345_down_nonAH
407032	783.83	1	0.0094391	ttbar		mc15_13TeV.407032.PhPyEG_CT10_P2012radHiC6L1_ttbarMET200_hdamp345_down_nonAH
407033	611.11	1	0.021578	ttbar		mc15_13TeV.407033.PhPyEG_CT10_P2012radLoC6L1_ttbarHT6c_1k_hdamp172_up_nonAH
407034	611.11	1	0.0027243	ttbar		mc15_13TeV.407034.PhPyEG_CT10_P2012radLoC6L1_ttbarHT1k_1k5_hdamp172_up_nonAH
407035	611.12	1	0.00044052	ttbar		mc15_13TeV.407035.PhPyEG_CT10_P2012radLoC6L1_ttbarHT1k5_hdamp172_up_nonAH
407036	611.1	1	0.0091213	ttbar		mc15_13TeV.407036.PhPyEG_CT10_P2012radLoC6L1_ttbarMET200_hdamp172_up_nonAH
407041	696.47	1	0.025503	ttbar		mc15_13TeV.407041.PhPy8EG_CT10_A14N23LO_ttbarHT6c_1k_hdamp172p5_nonAH
407042	696.47	1	0.0037897	ttbar		mc15_13TeV.407042.PhPy8EG_CT10_A14N23LO_ttbarHT1k_1k5_hdamp172p5_nonAH
407044	696.46	1	0.009243	ttbar		mc15_13TeV.407044.PhPy8EG_CT10_A14N23LO_ttbarMET200_hdamp172p5_nonAH
410009	696.12	1	0.10534		ttbar		mc15_13TeV.410009.PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_dil
#410021	78.126	1	1		ttbarSherpa	mc15_13TeV.410021.Sherpa_CT10_ttbar_DiLepton_MEPS_NLO
410022	165.95	1	1		ttbarSherpa	mc15_13TeV.410022.Sherpa_CT10_ttbar_SingleLeptonP_MEPS_NLO
410023	159.18	1	1		ttbarSherpa	mc15_13TeV.410023.Sherpa_CT10_ttbar_SingleLeptonM_MEPS_NLO
#410024	309.27	1	1		ttbarSherpa	mc15_13TeV.410024.Sherpa_CT10_ttbar_AllHadron_MEPS_NLO
410037	745.61	1	0.54387		ttbar		mc15_13TeV.410037.PowhegPythiaEvtGen_P2012_ttbar_hdamp170_nonallhad
410038	715.51	1	0.54378		ttbar		mc15_13TeV.410038.PowhegPythiaEvtGen_P2012_ttbar_hdamp171p5_nonallhad
410039	677.57	1	0.5438		ttbar		mc15_13TeV.410039.PowhegPythiaEvtGen_P2012_ttbar_hdamp173p5_nonallhad
410040	650.65	1	0.54384		ttbar		mc15_13TeV.410040.PowhegPythiaEvtGen_P2012_ttbar_hdamp175_nonallhad
410041	608.55	1	0.54377		ttbar		mc15_13TeV.410041.PowhegPythiaEvtGen_P2012_ttbar_hdamp177p5_nonallhad
410042	745.57	1	0.45616		ttbar		mc15_13TeV.410042.PowhegPythiaEvtGen_P2012_ttbar_hdamp170_allhad
410043	715.49	1	0.4562		ttbar		mc15_13TeV.410043.PowhegPythiaEvtGen_P2012_ttbar_hdamp171p5_allhad
410044	677.55	1	0.45618		ttbar		mc15_13TeV.410044.PowhegPythiaEvtGen_P2012_ttbar_hdamp173p5_allhad
410045	650.62	1	0.45617		ttbar		mc15_13TeV.410045.PowhegPythiaEvtGen_P2012_ttbar_hdamp175_allhad
410046	608.53	1	0.45625		ttbar		mc15_13TeV.410046.PowhegPythiaEvtGen_P2012_ttbar_hdamp177p5_allhad
410060	696.33	1	1		ttbarPowHW	mc15_13TeV.410060.PowhegHerwigEvtGen_AUET2_CT10_ttbar_nonallhad
410120	696.23	1	0.034624	ttbar		mc15_13TeV.410120.PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_nonallhad_bfilter
410121	696.23	1	0.0064568	ttbar		mc15_13TeV.410121.PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_dil_bfilter
426090	696.39	1	1		ttbarNoPhys	mc15_13TeV.426090.PowhegPythiaEvtGen_P2012_ttbar_semilep_not4physics_T0
426091	696.07	1	1		ttbarNoPhys	mc15_13TeV.426091.PowhegPythiaEvtGen_P2012_ttbar_semilep_not4physics_T1
426092	696.37	1	1		ttbarNoPhys	mc15_13TeV.426092.PowhegPythiaEvtGen_P2012_ttbar_semilep_not4physics_T2
426093	696.21	1	1		ttbarNoPhys	mc15_13TeV.426093.PowhegPythiaEvtGen_P2012_ttbar_semilep_not4physics_T3
426094	696.84	1	1		ttbarNoPhys	mc15_13TeV.426094.PowhegPythiaEvtGen_P2012_ttbar_semilep_not4physics_T4
426095	697	1	1		ttbarNoPhys	mc15_13TeV.426095.PowhegPythiaEvtGen_P2012_ttbar_semilep_not4physics_T5
426096	696.7	1	1		ttbarNoPhys	mc15_13TeV.426096.PowhegPythiaEvtGen_P2012_ttbar_semilep_not4physics_T6
426097	696.45	1	1		ttbarNoPhys	mc15_13TeV.426097.PowhegPythiaEvtGen_P2012_ttbar_semilep_not4physics_T7

#13TeV single top processes, AMI xsec
410107   2.076              1.0            1.0            stop_s_radhi             PowhegPythia_P2012radHi_SingleTopSchan_lept_top # Andy Nelson taken from AMI
410108   2.033              1.0            1.0            stop_s_radlo             PowhegPythia_P2012radLo_SingleTopSchan_lept_top # Andy Nelson taken from AMI
410109   1.275              1.0            1.0            stop_s_radhi             PowhegPythia_P2012radHi_SingleTopSchan_lept_antitop # Andy Nelson taken from AMI
410110   1.251              1.0            1.0            stop_s_radlo             PowhegPythia_P2012radLo_SingleTopSchan_lept_antitop # Andy Nelson taken from AMI
410011   43.73              1.0            1.0            stop_t                   PowhegPythiaEvtGen_P2012_singletop_tchan_lept_top                  
410012   25.778             1.0            1.0            stop_t                   PowhegPythiaEvtGen_P2012_singletop_tchan_lept_antitop              
410013   34.009             1.0            1.0            stop_Wt                  PowhegPythiaEvtGen_P2012_Wt_inclusive_top                          
410014   33.989             1.0            1.0            stop_Wt                  PowhegPythiaEvtGen_P2012_Wt_inclusive_antitop                      
410015   3.5835             1.0            1.0            stop_Wt_dilep            PowhegPythiaEvtGen_P2012_Wt_dilepton_top                           
410016   3.5814             1.0            1.0            stop_Wt_dilep            PowhegPythiaEvtGen_P2012_Wt_dilepton_antitop                       
410017   40.343             1.0            1.0            stop_t_radlo             PowhegPythiaEvtGen_P2012radLo_singletop_tchan_lept_top             #Sam Meehan (10/20) - taken from AMI
410018   44.38              1.0            1.0            stop_t_radhi             PowhegPythiaEvtGen_P2012radHi_singletop_tchan_lept_top             #Sam Meehan (10/20) - taken from AMI
410019   23.751             1.0            1.0            stop_t_radlo             PowhegPythiaEvtGen_P2012radLo_singletop_tchan_lept_antitop             #Sam Meehan (10/20) - taken from AMI
410020   26.387             1.0            1.0            stop_t_radhi             PowhegPythiaEvtGen_P2012radHi_singletop_tchan_lept_antitop             #Sam Meehan (10/20) - taken from AMI
410025   2.052              1.0            1.0            stop_s                   PowhegPythiaEvtGen_P2012_SingleTopSchan_noAllHad_top               
410026   1.262              1.0            1.0            stop_s                   PowhegPythiaEvtGen_P2012_SingleTopSchan_noAllHad_antitop           
410062   32.384             1.0            1.0            stop_Wt_DS               PowhegPythiaEvtGen_P2012_Wt_DS_inclusive_top             #Sam Meehan (10/20) - taken from AMI
410063   32.35              1.0            1.0            stop_Wt_DS               PwPyEG_P2012_Wt_DS_inclusive_antitop
410064   3.4133             1.0            1.0            stop_Wt_DS               PwPyEG_P2012_Wt_DS_dilepton_top     
410065   3.3227             1.0            1.0            stop_Wt_DS               PwPyEG_P2012_Wt_DS_dilepton_antitop 



#bb/cc->1mu, pT>15
361250   187710.0           1.0            1.0            bbTomu15                 Pythia8B_A14_NNPDF23LO_bbTomu15     
361251   58528.0            1.0            1.0            ccTomu15                 Pythia8B_A14_NNPDF23LO_ccTomu15     

# VBF inclusive samples
341566   2.208              1.0            1.0            VBFInclusive             PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_bb                   
341565   25.34              1.0            0.1999         GGFInclusive4J           PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_bb_EF4jets            
341564   25.34              1.0            1.0            GGFInclusive             PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_bb                    
342195   100.8              1.0            0.632          QCDZbbjjIncl             MadGraphPythia8EvtGen_A14NNPDF23_QCDZbbjj_Incl                     
342196   0.7348             1.0            0.682          EWKZbbjjIncl             MadGraphPythia8EvtGen_A14NNPDF23_EWKZbbjj_Incl                     

# vbf+gamma samples
341075   0.0154             1.0            1.0            jjaHbbHEFT125            MadGraphPythia8EvtGen_A14_CTEQ6LQ_jjaH_Hbb_HEFT_M125               
341074   0.08420            1.0            1.0            VBFjjaHbbSM              MadGraphPythia8EvtGen_A14_CTEQ6LQ_jjaH_Hbb_SM_M125                 
341076   452.7              1.0            1.0            bbjjaQCD                 MadGraphPythia8EvtGen_A14_CTEQ6LQ_bbjjaQCD                         
341077   6.778              1.0            1.0            ZbbjjaEWK                MadGraphPythia8EvtGen_A14_CTEQ6LQ_ZbbjjaEWK                        
341078   6.778              1.0            1.0            ZbbjjaQCD                MadGraphPythia8EvtGen_A14_CTEQ6LQ_ZbbjjaQCD                        

#dibosons (AMI cross sections) 
361081   25.995             1.0            1.0            WW                       Sherpa_CT10_WplvWmqq                                               
361082   25.974             1.0            1.0            WW                       Sherpa_CT10_WpqqWmlv                                               
361083   12.543             1.0            1.0            WZ                       Sherpa_CT10_WlvZqq                                                 
361084   3.758              1.0            1.0            WZ                       Sherpa_CT10_WqqZll                                                 
361085   7.4151             1.0            1.0            WZ                       Sherpa_CT10_WqqZvv                                                 
361086   16.590             1.0            0.14253        ZZ                       Sherpa_CT10_ZqqZll                                                 
361087   16.492             1.0            0.28096        ZZ                       Sherpa_CT10_ZqqZvv                                                 

341312   1.0                1.0            1.0            ggH200ZZllqq             PwPy8EG_CT10_AZNLOCTEQ6L1_ggH200NW_ZZllqq                          
341320   1.0                1.0            1.0            ggH1000ZZllqq            PwPy8EG_CT10_AZNLOCTEQ6L1_ggH1000NW_ZZllqq                         
341325   1.0                1.0            1.0            ggH2000ZZllqq            PwPy8EG_CT10_AZNLOCTEQ6L1_ggH2000NW_ZZllqq                         
341331   1.0                1.0            1.0            VBFH200ZZllqq            PwPy8EG_CT10_AZNLOCTEQ6L1_VBFH200NW_ZZllqq                         
341339   1.0                1.0            1.0            VBFH1000ZZllqq           PwPy8EG_CT10_AZNLOCTEQ6L1_VBFH1000NW_ZZllqq                        
341344   1.0                1.0            1.0            VBFH2000ZZllqq           PwPy8EG_CT10_AZNLOCTEQ6L1_VBFH2000NW_ZZllqq                        

#madgraph for Z+jet
361500   1401.6             1.232          1.0            MadZee                   mc15_13TeV.361500.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_Np0       
361501   211.99             1.232          1.0            MadZee                   mc15_13TeV.361501.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_Np1       
361502   67.305             1.232          1.0            MadZee                   mc15_13TeV.361502.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_Np2       
361503   18.679             1.232          9.9696E-01     MadZee                   mc15_13TeV.361503.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_Np3       
361504   7.291              1.232          1.0            MadZee                   mc15_13TeV.361504.MadGraphPythia8EvtGen_A14NNPDF23LO_Zee_Np4       
361505   1402               1.232          1.0            MadZmumu                 mc15_13TeV.361505.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_Np0     
361506   211.95             1.232          1.0            MadZmumu                 mc15_13TeV.361506.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_Np1     
361507   67.353             1.232          1.0            MadZmumu                 mc15_13TeV.361507.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_Np2     
361508   18.633             1.232          1.0            MadZmumu                 mc15_13TeV.361508.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_Np3     
361509   7.3013             1.232          1.0            MadZmumu                 mc15_13TeV.361509.MadGraphPythia8EvtGen_A14NNPDF23LO_Zmumu_Np4     
361510   1397.8             1.232          1.0            MadZtautau               mc15_13TeV.361510.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np0   
361511   2.1140E+2          1.232          1.0            MadZtautau               mc15_13TeV.361511.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np1   
361512   67.176             1.232          1.0            MadZtautau               mc15_13TeV.361512.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np2   
361513   18.609             1.232          1.0            MadZtautau               mc15_13TeV.361513.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np3   
361514   7.2749             1.232          1.0            MadZtautau               mc15_13TeV.361514.MadGraphPythia8EvtGen_A14NNPDF23LO_Ztautau_Np4   
361515   7518.4             1.2283         1.0            MadZnunu                 mc15_13TeV.361515.MadGraphPythia8EvtGen_A14NNPDF23LO_Znunu_Np0     
361516   1200.1             1.2283         1.0            MadZnunu                 mc15_13TeV.361516.MadGraphPythia8EvtGen_A14NNPDF23LO_Znunu_Np1     
361517   387.16             1.2283         1.0            MadZnunu                 mc15_13TeV.361517.MadGraphPythia8EvtGen_A14NNPDF23LO_Znunu_Np2     
361518   110.08             1.2283         1.0            MadZnunu                 mc15_13TeV.361518.MadGraphPythia8EvtGen_A14NNPDF23LO_Znunu_Np3     
361519   43.389             1.2283         1.0            MadZnunu                 mc15_13TeV.361519.MadGraphPythia8EvtGen_A14NNPDF23LO_Znunu_Np4     

#madgraph for W+jets
361520  13939.0         1.2019                  1.0             MadWenu         MadGraphPythia8EvtGen_A14NNPDF23LO_Wenu_Np0
361521  1894.0          1.2019                  1.0             MadWenu         MadGraphPythia8EvtGen_A14NNPDF23LO_Wenu_Np1
361522  642.66          1.2019                  1.0             MadWenu         MadGraphPythia8EvtGen_A14NNPDF23LO_Wenu_Np2
361523  179.18          1.2019                  1.0             MadWenu         MadGraphPythia8EvtGen_A14NNPDF23LO_Wenu_Np3
361524  70.785          1.2019                  1.0             MadWenu         MadGraphPythia8EvtGen_A14NNPDF23LO_Wenu_Np4
361525  13935.0         1.2019                  1.0             MadWmunu        MadGraphPythia8EvtGen_A14NNPDF23LO_Wmunu_Np0
361526  1893.3          1.2019                  1.0             MadWmunu        MadGraphPythia8EvtGen_A14NNPDF23LO_Wmunu_Np1
361527  642.7           1.2019                  1.0             MadWmunu        MadGraphPythia8EvtGen_A14NNPDF23LO_Wmunu_Np2
361528  179.19          1.2019                  1.0             MadWmunu        MadGraphPythia8EvtGen_A14NNPDF23LO_Wmunu_Np3
361529  70.761          1.2019                  1.0             MadWmunu        MadGraphPythia8EvtGen_A14NNPDF23LO_Wmunu_Np4
361530  13920.0         1.2019                  1.0             MadWtaunu       MadGraphPythia8EvtGen_A14NNPDF23LO_Wtaunu_Np0
361531  1891.9          1.2019                  1.0             MadWtaunu       MadGraphPythia8EvtGen_A14NNPDF23LO_Wtaunu_Np1
361532  641.87          1.2019                  1.0             MadWtaunu       MadGraphPythia8EvtGen_A14NNPDF23LO_Wtaunu_Np2
361533  179.21          1.2019                  1.0             MadWtaunu       MadGraphPythia8EvtGen_A14NNPDF23LO_Wtaunu_Np3
361534  71.012          1.2019                  1.0             MadWtaunu       MadGraphPythia8EvtGen_A14NNPDF23LO_Wtaunu_Np4

#monoWjj and monoZjj
303894   0.0932             1.0            1.0            dmAZhadDM50MM95          MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmA_Zhad_DM50_MM95               
303895   0.0067838          1.0            1.0            dmAZhadDM500MM995        MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmA_Zhad_DM500_MM995             
303896   118.45             1.0            1.0            dmVZhadDM1MM10           MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmV_Zhad_DM1_MM10                
303897   4.7855             1.0            1.0            dmVZhadDM1MM100          MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmV_Zhad_DM1_MM100               
303898   0.6474             1.0            1.0            dmVZhadDM1MM300          MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmV_Zhad_DM1_MM300               
303899   0.001638           1.0            1.0            dmVZhadDM1MM2000         MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmV_Zhad_DM1_MM2000              
303901   4.781              1.0            1.0            dmVZhadDM10MM100         MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmV_Zhad_DM10_MM100              
303902   0.00000019308      1.0            1.0            dmVZhadDM10MM10000       MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmV_Zhad_DM10_MM10000            
303903   0.071823           1.0            1.0            dmVZhadDM50MM10          MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmV_Zhad_DM50_MM10               
303904   0.4039             1.0            1.0            dmVZhadDM50MM95          MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmV_Zhad_DM50_MM95               
303905   0.64358            1.0            1.0            dmVZhadDM50MM300         MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmV_Zhad_DM50_MM300              
303906   0.0068938          1.0            1.0            dmVZhadDM150MM10         MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmV_Zhad_DM150_MM10              
303907   0.095625           1.0            1.0            dmVZhadDM150MM295        MGPy8EG_A14NNPDF30LO_A14NNPDF23LO_dmV_Zhad_DM150_MM295             
